Card ID,Card Name,Card Type
35183853,Bujin Regalia - The Mirror,Spell Card
30338466,Bujin Regalia - The Sword,Trap Card
29981935,Bujin Torifune,Effect Monster
32339440,Bujin Yamato,Effect Monster
73906480,Bujincarnation,Spell Card
11221418,Bujincident,Trap Card
66727115,Bujinfidel,Trap Card
42551040,Bujingi Boar,Effect Monster
88940154,Bujingi Centipede,Effect Monster
68601507,Bujingi Crane,Effect Monster
89662736,Bujingi Crow,Effect Monster
23857661,Bujingi Fox,Effect Monster
59251766,Bujingi Hare,Effect Monster
16157341,Bujingi Ibis,Effect Monster
94096616,Bujingi Ophidian,Effect Monster
10860121,Bujingi Pavo,Effect Monster
50474354,Bujingi Peacock,Effect Monster
69723159,Bujingi Quilin,Effect Monster
11958188,Bujingi Raven,Effect Monster
56574543,Bujingi Sinyou,Effect Monster
86868952,Bujingi Swallow,Effect Monster
5818294,Bujingi Turtle,Effect Monster
80555062,Bujingi Warg,Effect Monster
32202803,Bujingi Wolf,Effect Monster
71095768,Bujinki Ahashima,Link Monster
68618157,Bujinki Amaterasu,XYZ Monster
1855932,Bujintei Kagutsuchi,XYZ Monster
75840616,Bujintei Susanowo,XYZ Monster
73289035,Bujintei Tsukuyomi,XYZ Monster
68045685,Bujintersection,Spell Card
55599882,Bujintervention,Spell Card
33611061,Bujinunity,Spell Card
36088082,Bull Blader,Effect Monster
69380702,Bunilla,Normal Monster
44947065,Burden of the Mighty,Spell Card
86690572,Burgeoning Whirlflame,Trap Card
6297941,Burglar,Normal Monster
48976825,Burial from a Different Dimension,Spell Card
53797637,,Burner,, Dragon Ruler of Sparks,,Effect Monster
41859700,Burning Algae,Effect Monster
55870497,Burning Bamboo Sword,Spell Card
59364406,Burning Beast,Union Effect Monster
46898368,Burning Draw,Spell Card
24294108,Burning Land,Spell Card
26293219,Burning Skull Head,Effect Monster
18937875,Burning Spear,Spell Card
25669282,Burnout,Trap Card
80163754,Burst Breath,Trap Card
50243722,Burst Rebirth,Trap Card
27191436,Burst Return,Spell Card
17655904,Burst Stream of Destruction,Spell Card
42429678,Bururu @Ignister,Effect Monster
78193831,Buster Blader,Effect Monster
3428069,,Buster Blader,, the Destruction Swordmaster,,Effect Monster
86240887,,Buster Blader,, the Dragon Destroyer Swordsman,,Fusion Monster
63676256,Buster Blaster,Union Effect Monster
11790356,Buster Dragon,Synchro Monster
4998619,Buster Gundil the Cubic Behemoth,Effect Monster
84740193,Buster Rancher,Spell Card
49823708,Buster Whelp of the Destruction Swordsman,Tuner Monster
83991690,Buten,Tuner Monster
69243953,Butterfly Dagger - Elma,Spell Card
75987257,Butterflyoke,Trap Card
63630268,Butterspy Protection,Trap Card
7150545,Buzzsaw Shark,Effect Monster
35011819,By Order of the Emperor,Trap Card
20735371,Bye Bye Damage,Trap Card
36935434,Byroad Sacrifice,Trap Card
17597059,Byser Shock,Effect Monster
3405259,C-Crush Wyvern,Union Effect Monster
91449144,,Caam,, Serenity of Gusto,,Effect Monster
31615285,Cactus Bouncer,Effect Monster
74440055,Cactus Fighter,Effect Monster
9342162,,Cagna,, Malebranche of the Burning Abyss,,Effect Monster
21501505,,Cairngorgon,, Antiluminescent Knight,,XYZ Monster
87288189,Caius the Mega Monarch,Effect Monster
9748752,Caius the Shadow Monarch,Effect Monster
73213494,,Calcab,, Malebranche of the Burning Abyss,,Effect Monster
67692580,Caligo Claw Crow,Effect Monster
78637313,Call of Darkness,Trap Card
97803170,Call of the Archfiend,Trap Card
73199638,Call of the Atlanteans,Spell Card
65743242,Call of the Earthbound,Trap Card
16970158,Call of the Grave,Trap Card
97077563,Call of the Haunted,Trap Card
300101003,Call of the Haunted (Skill Card),Skill Card
4861205,Call of the Mummy,Spell Card
45133463,Call of the Reaper,Trap Card
24224830,Called by the Grave,Spell Card
51773900,Calming Magic,Spell Card
5244497,Cameraclops,Effect Monster
47695416,Candle of Fate,Normal Monster
91754175,Caninetaur,Effect Monster
11384280,Cannon Soldier,Effect Monster
14702066,Cannon Soldier MK-2,Effect Monster
95614612,Cannonball Spear Shellfish,Effect Monster
16021142,Canon the Melodious Diva,Effect Monster
28120197,Canyon,Spell Card
29716911,Capacitor Stalker,Effect Monster
55289183,Capricious Darklord,Effect Monster
76722334,Capshell,Effect Monster
37806313,Caravan of the Ice Barrier,Effect Monster
15079028,,Carbon,, Cornerstone of Creation,,Effect Monster
15981690,Carboneddon,Effect Monster
52112003,Card Advance,Spell Card
42256406,Card Blocker,Effect Monster
51047350,Card Breaker,Effect Monster
72892473,Card Destruction,Spell Card
26701483,Card Ejector,Effect Monster
4694209,Card Guard,Effect Monster
59750328,Card of Demise,Spell Card
74191528,Card of Fate,Spell Card
88513608,Card of Sacrifice,Trap Card
57953380,Card of Safe Return,Spell Card
42664989,Card of Sanctity,Spell Card
7044562,Card of the Soul,Spell Card
72767833,Card Rotator,Spell Card
12183332,Card Shuffle,Spell Card
48712195,Card Trader,Spell Card
85087012,Card Trooper,Effect Monster
45812361,Cardcar D,Effect Monster
4168871,Cards for Black Feathers,Spell Card
54977057,Cards from the Sky,Spell Card
39701395,Cards of Consonance,Spell Card
32566831,Cards of the Red Stone,Spell Card
46848859,Carrierroid,Effect Monster
59957503,Cash Back,Trap Card
82633039,,Castel,, the Skyblaster Musketeer,,XYZ Monster
36931229,Castle Gate,Effect Monster
22198672,Castle Link,Spell Card
62121,Castle of Dark Illusions,Flip Effect Monster
13513663,Castle of Dragon Souls,Trap Card
44209392,Castle Walls,Trap Card
84224627,Cat Shark,XYZ Monster
95841282,Cat's Ear Tribe,Effect Monster
62850093,Cataclysmic Circumpolar Chilblainia,Effect Monster
9028399,Cataclysmic Crusted Calcifida,Effect Monster
19420830,Cataclysmic Cryonic Coldo,Effect Monster
39505816,Cataclysmic Scorching Sunburner,Effect Monster
65959844,Catalyst Field,Spell Card
95727991,Catapult Turtle,Effect Monster
37474917,Catapult Warrior,Synchro Monster
14289852,Catapult Zone,Spell Card
300102003,Catch of the Day,Skill Card
50690129,Catche Eve L2,Effect Monster
96501677,Catnipped Kitty,Effect Monster
54360049,Catoblepas and the Witch of Fate,Effect Monster
45955628,,Catoblepas,, Familiar of the Evil Eye,,Effect Monster
50619462,Cattle Call,Spell Card
91740879,Cauldron of the Old Man,Spell Card
93220472,Cave Dragon,Effect Monster
36468556,Ceasefire,Trap Card
43912676,Celestia,Spell Card
94381039,,Celestia,, Lightsworn Angel,,Effect Monster
25472513,Celestial Double Star Shaman,Synchro Tuner Monster
48589580,Celestial Knightlord Parshath,Link Monster
67378104,Celestial Observatory,Spell Card
55569674,Celestial Sword - Eatos,Spell Card
28890974,Celestial Transformation,Spell Card
32995007,,Celestial Wolf Lord,, Blue Sirius,,Synchro Monster
84491298,Cell Explosion Virus,Trap Card
45531624,Celtic Guard of Noble Arms,Effect Monster
91152256,Celtic Guardian,Normal Monster
51394546,Cemetary Bomb,Trap Card
47346782,Centerfrog,Effect Monster
1801154,Centrifugal Field,Spell Card
20228463,Ceremonial Bell,Effect Monster
82340057,Ceremonial Token,Token
24175232,Cerulean Sacred Phoenix of Nephthys,Ritual Effect Monster
54828837,Cerulean Skyfire,Spell Card
7623640,,Ceruli,, Guru of Dark World,,Effect Monster
28106077,Cestus of Dagla,Spell Card
83021423,Chachaka Archer,Effect Monster
48276469,Chain Burst,Trap Card
1248895,Chain Destruction,Trap Card
51449743,Chain Detonation,Trap Card
57139487,Chain Disappearance,Trap Card
3171055,Chain Dispel,Trap Card
96930127,Chain Dog,Effect Monster
79323590,Chain Energy,Spell Card
25050038,Chain Healing,Trap Card
9581215,Chain Hole,Trap Card
85893201,Chain Ignition,Trap Card
39980304,Chain Material,Trap Card
13764881,Chain Resonator,Tuner Monster
91623717,Chain Strike,Spell Card
90812044,Chain Summon,Spell Card
9952083,Chain Summoning,Spell Card
88190453,Chain Thrasher,Effect Monster
22205600,Chain Whirlwind,Trap Card
77252217,Chainsaw Insect,Effect Monster
65393205,Chakra,Ritual Monster
32600024,Chamber Dragonmaid,Effect Monster
44430454,Chamberlain of the Six Samurai,Normal Monster
82382815,Champion's Vigilance,Trap Card
4031928,Change of Heart,Spell Card
74095602,Change of Hero - Reflector Ray,Trap Card
18914778,Change Slime,Normal Monster
25652655,Changer Synchron,Tuner Monster
24673894,Changing Destiny,Trap Card
19048328,,Chaofeng,, Phantom of the Yang Zing,,Synchro Monster
51788412,Chaos Ancient Gear Giant,Fusion Monster
34966096,Chaos Betrayer,Effect Monster
4923662,Chaos Burst,Trap Card
72630549,Chaos Command Magician,Effect Monster
54040484,Chaos Core,Effect Monster
26873574,Chaos Daedalus,Effect Monster
55878039,Chaos Dragon Levianeer,Effect Monster
82301904,Chaos Emperor Dragon - Envoy of the End,Effect Monster
4538826,,Chaos Emperor,, the Dragon of Armageddon,,Pendulum Effect Monster
61044390,Chaos End,Spell Card
21082832,Chaos Form,Spell Card
31385077,Chaos Goddess,Synchro Monster
97439308,Chaos Greed,Spell Card
18859369,Chaos Grepher,Effect Monster
97940434,Chaos Hunter,Effect Monster
4081825,Chaos Infinity,Trap Card
36407615,Chaos King Archfiend,Synchro Monster
1434352,Chaos Necromancer,Effect Monster
3040496,,Chaos Ruler,, the Chaotic Magical Dragon,,Synchro Monster
15256925,Chaos Scepter Blast,Spell Card
76766706,Chaos Seed,Spell Card
9596126,Chaos Sorcerer,Effect Monster
99266988,Chaos Space,Spell Card
27439792,Chaos Summoning Beast,Effect Monster
11593137,Chaos Trap Hole,Trap Card
53871273,Chaos Valkyria,Effect Monster
94243005,Chaos Zone,Spell Card
46609443,Chaos-End Master,Tuner Monster
47829960,Chaosrider Gustaph,Effect Monster
13179332,Charcoal Inpachi,Normal Monster
85325774,Charge Into a Dark World,Spell Card
94886282,Charge of the Light Brigade,Spell Card
84482694,Charged-Up Heraldry,Spell Card
7841921,Charging Gaia the Fierce Knight,Effect Monster
49191560,Charioteer of Prophecy,Effect Monster
50412166,Charm of Shabti,Effect Monster
64753157,Charming Resort Staff,Effect Monster
37421579,Charubin the Fire Knight,Fusion Monster
69313735,Checkmate,Spell Card
94136469,Checksum Dragon,Effect Monster
27189308,Cheepcheepcheep,Effect Monster
81599449,Chemicritter Carbo Crab,Gemini Monster
55100740,Chemicritter Hydron Hawk,Gemini Monster
18993198,Chemicritter Oxy Ox,Gemini Monster
525110,Cherry Inmato,Tuner Monster
58699500,,Cherubini,, Ebon Angel of the Burning Abyss,,Link Monster
45037489,Chevalier de Fleur,Synchro Monster
7392745,Chewbone,Flip Effect Monster
7392746,Chewbone Jr. Token,Token
67616300,Chicken Game,Spell Card
12021072,Child's Play,Spell Card
501000006,,Chimaera,, the Master of Beasts,,Effect Monster
4796100,Chimera the Flying Mythical Beast,Fusion Monster
79229522,Chimeratech Fortress Dragon,Fusion Monster
87116928,Chimeratech Megafleet Dragon,Fusion Monster
64599569,Chimeratech Overdragon,Fusion Monster
84058253,Chimeratech Rampage Dragon,Fusion Monster
16956455,Chiron the Mage,Effect Monster
87294988,,Chirubime,, Princess of Autumn Leaves,,Effect Monster
56532632,Chivalry,Trap Card
61488417,,Chiwen,, Light of the Yang Zing,,Tuner Monster
27352108,Chobham Armor Dragon,Effect Monster
7198399,Chocolate Magician Girl,Effect Monster
40884383,Chopman the Desperate Outlaw,Effect Monster
81380218,Chorus of Sanctuary,Spell Card
22916281,Chosen by the World Chalice,Normal Monster
98076754,Chosen of Zefra,Trap Card
21888494,Chosen One,Spell Card
99902789,Chow Chow Chan,Effect Monster
95905259,Chow Len the Prophet,Effect Monster
25397880,Chronicler of Nephthys,Effect Monster
12289247,Chronograph Sorcerer,Pendulum Effect Monster
94766498,Chronomaly Aztec Mask Golem,Effect Monster
20154092,Chronomaly Cabrera Trebuchet,Effect Monster
4357063,Chronomaly City Babylon,Spell Card
52158283,Chronomaly Colossal Head,Effect Monster
15941690,Chronomaly Crystal Bones,Effect Monster
93730230,Chronomaly Crystal Chrononaut,XYZ Monster
51435705,Chronomaly Crystal Skull,Effect Monster
88552992,Chronomaly Golden Jet,Effect Monster
72837335,Chronomaly Gordian Knot,Effect Monster
25163248,Chronomaly Mayan Machine,Effect Monster
87430304,Chronomaly Moai,Effect Monster
38007744,Chronomaly Moai Carrier,Effect Monster
67559101,Chronomaly Mud Golem,Effect Monster
24861088,Chronomaly Nebra Disk,Effect Monster
26345570,Chronomaly Pyramid Eye Tablet,Spell Card
93543806,Chronomaly Sol Monolith,Effect Monster
90951921,Chronomaly Technology,Spell Card
5291803,Chronomaly Tula Guardian,Effect Monster
2089016,Chronomaly Tuspa Rocket,Effect Monster
65591858,Chronomaly Winged Sphinx,Effect Monster
17363041,Chrysalis Chicky,Effect Monster
42682609,Chrysalis Dolphin,Effect Monster
16241441,Chrysalis Larva,Effect Monster
42239546,Chrysalis Mole,Effect Monster
43751755,Chrysalis Pantail,Effect Monster
29246354,Chrysalis Pinny,Effect Monster
46910446,Chthonian Alliance,Spell Card
18271561,Chthonian Blast,Trap Card
95888876,Chthonian Emperor Dragon,Gemini Monster
72287557,Chthonian Polymer,Trap Card
50916353,Chthonian Soldier,Effect Monster
8508055,Chu-Ske the Mouse Fighter,Normal Monster
99397762,Cipher Bit,Trap Card
79094383,Cipher Etranger,Effect Monster
58383100,Cipher Mirror Knight,Effect Monster
79853073,Cipher Soldier,Effect Monster
98905,Cipher Spectrum,Trap Card
21999001,Cipher Twin Raptor,Effect Monster
81974607,Cipher Wing,Effect Monster
57143342,,Cir,, Malebranche of the Burning Abyss,,Effect Monster
59388357,Circle of the Fire Kings,Spell Card
46290741,Citadel Whale,Effect Monster
1482001,,Clara & Rushka,, the Ventriloduo,,Link Monster
57496978,Clashing Souls,Spell Card
41218256,Claw Reacher,Normal Monster
22479888,Clay Charge,Trap Card
58518520,Clear Effector,Effect Monster
46613515,Clear Kuriboh,Effect Monster
97811903,Clear Vice Dragon,Effect Monster
90036274,Clear Wing Fast Dragon,Synchro Pendulum Effect Monster
82044280,Clear Wing Synchro Dragon,Synchro Monster
33900648,Clear World,Spell Card
45778242,Cliant,Effect Monster
8323633,Cloak and Dagger,Trap Card
87468732,,Clock Arc,, the Fluctuerror Orchanism,,Pendulum Normal Monster
51476410,Clock Lizard,Link Monster
77087109,Clock Resonator,Tuner Monster
4478086,Clock Spartoi,Link Monster
75041269,Clock Tower Prison,Spell Card
21830679,Clock Wyvern,Effect Monster
86871615,Clone Token,Token
86871614,Cloning,Trap Card
78082039,Closed Forest,Spell Card
9348522,Cloudcastle,Synchro Monster
17810268,Cloudian - Acid Cloud,Effect Monster
79703905,Cloudian - Altus,Effect Monster
43318266,Cloudian - Cirrostratus,Effect Monster
57610714,Cloudian - Eye of the Typhoon,Effect Monster
83604828,Cloudian - Ghost Fog,Effect Monster
20003527,Cloudian - Nimbusman,Effect Monster
83982270,Cloudian - Poison Cloud,Effect Monster
56597272,Cloudian - Sheep Cloud,Effect Monster
80825553,Cloudian - Smoke Ball,Normal Monster
13474291,Cloudian - Storm Dragon,Effect Monster
16197610,Cloudian - Turbulence,Effect Monster
88210105,Cloudian Aerosol,Spell Card
90135989,Cloudian Squall,Spell Card
56597273,Cloudian Token,Token
92667214,Clown Zombie,Normal Monster
94703021,Cluster Congester,Effect Monster
67136033,Coach Captain Bearman,Effect Monster
42541548,Coach Goblin,Effect Monster
30741334,Coach King Giantrainer,XYZ Monster
3534077,Coach Soldier Wolfbark,Effect Monster
86801871,Cobra Jar,Flip Effect Monster
75109441,Cobraman Sakuzy,Effect Monster
42338879,Cockadoodledoo,Tuner Monster
94395649,,Cockathorium,, the Superheavy Shining Soarer,,Effect Monster
33413638,Cockroach Knight,Effect Monster
40240595,Cocoon of Evolution,Effect Monster
77840540,Cocoon of Ultra Evolution,Spell Card
300104004,Cocoon of Ultra Evolution (Skill Card),Skill Card
80368942,Cocoon Party,Spell Card
43644025,Cocoon Rebirth,Spell Card
56641453,Cocoon Veil,Trap Card
65496056,Codarus,Effect Monster
99342953,Code A Ancient Ruins,Spell Card
37119142,Code Exporter,Effect Monster
30114823,Code Generator,Effect Monster
75130221,Code Radiator,Effect Monster
53413628,Code Talker,Link Monster
45462149,Code Talker Inverted,Link Monster
48736598,Codebreaker Virus Berserker,Link Monster
84121193,Codebreaker Virus Swordsman,Link Monster
8662794,Codebreaker Zero Day,Effect Monster
65830223,Coffin Seller,Trap Card
24661486,Cold Enchanter,Effect Monster
40383551,Cold Feet,Spell Card
60682203,Cold Wave,Spell Card
7565547,Collected Power,Trap Card
23693634,Colossal Fighter,Synchro Monster
38898779,Colossal Fighter/Assault Mode,Effect Monster
52518793,Colosseum - Cage of the Gladiator Beasts,Spell Card
37480144,Column Switch,Spell Card
8964854,Combination Attack,Spell Card
8806072,Combo Fighter,Effect Monster
44800181,Combo Master,Effect Monster
33453260,Comic Hand,Spell Card
77631175,Comics Hero King Arthur,XYZ Monster
10375182,Command Knight,Effect Monster
78184733,Command Performance,Trap Card
22666164,Commander Covington,Effect Monster
53388413,,Commander Gottoms,, Swordmaster,,Effect Monster
12197543,Commander of Swords,Trap Card
43417563,Commencement Dance,Spell Card
40465719,Common Charity,Trap Card
14772491,Common Soul,Spell Card
27450401,Compass Token,Token
48216773,Compulsory Escape Device,Trap Card
94192409,Compulsory Evacuation Device,Trap Card
83602069,Comrade Swordsman of Landstar,Tuner Monster
20501450,Concentrating Current,Spell Card
35306215,Condemned Darklord,Link Monster
68018709,Condemned Maiden,Effect Monster
44656450,Condemned Witch,Effect Monster
57093995,Condolence Puppet,Spell Card
8454126,Conductor of Nephthys,Ritual Effect Monster
17375316,Confiscation,Spell Card
15721123,Confronting the \"C\",Effect Monster
67630339,Confusion Chaff,Trap Card
20590515,Conquistador of the Golden Land,Trap Card
31000575,Conscription,Trap Card
2980764,Consecrated Light,Effect Monster
63413494,Consolation Prize,Trap Card
43513897,Constellar Acubens,Effect Monster
15871676,Constellar Aldebaran,Effect Monster
41269771,Constellar Algiedi,Effect Monster
16906241,Constellar Alrescha,Effect Monster
42391240,Constellar Antares,Effect Monster
86825483,Constellar Belt,Spell Card
82913020,Constellar Caduceus,Effect Monster
47579719,Constellar Hyades,XYZ Monster
70908596,Constellar Kaus,Effect Monster
17129783,Constellar Leonis,Effect Monster
63545861,Constellar Meteor,Trap Card
26329679,Constellar Omega,XYZ Monster
73964868,Constellar Pleiades,XYZ Monster
78364470,Constellar Pollux,Effect Monster
2091298,Constellar Praesepe,XYZ Monster
38495396,Constellar Ptolemy M7,XYZ Monster
70624184,Constellar Rasalhague,Effect Monster
78486968,Constellar Sheratan,Effect Monster
44635489,Constellar Siat,Effect Monster
78358521,Constellar Sombre,Effect Monster
35631584,Constellar Star Chart,Spell Card
90156158,Constellar Star Cradle,Spell Card
4820694,Constellar Tempest,Spell Card
35544402,Constellar Twinkle,Spell Card
40143123,Constellar Virgo,Effect Monster
14759024,Constellar Zubeneschamali,Effect Monster
34475451,Construction Train Signal Red,Effect Monster
16616620,Contact,Spell Card
87170768,Contact \"C\",Effect Monster
41933425,Contact Gate,Spell Card
69270537,Contact Out,Spell Card
83544697,Contact with Gusto,Spell Card
10925955,Contact with the Aquamirror,Spell Card
68057622,Continuous Destruction Punch,Spell Card
46259438,Contract Laundering,Trap Card
56673480,Contract with Don Thousand,Spell Card
33244944,Contract with Exodia,Spell Card
69035382,Contract with the Abyss,Spell Card
96420087,Contract with the Dark Master,Spell Card
19828680,Contract With the Void,Spell Card
23204029,Contrast HERO Chaos,Fusion Monster
20007374,Converging Wishes,Trap Card
82639107,Convert Contact,Spell Card
62966332,Convulsion of Nature,Spell Card
70273023,Coordius the Triphasic Dealmon,Fusion Monster
21843307,Copy Knight,Trap Card
66457407,Copy Plant,Tuner Monster
26376390,Copycat,Effect Monster
42566602,Coral Dragon,Synchro Tuner Monster
18517177,Core Blast,Trap Card
59385322,Core Blaster,Spell Card
13997673,Core Compression,Spell Card
36560997,Core Overclock,Spell Card
8057630,Core Reinforcement,Trap Card
30770156,Core Transport Unit,Spell Card
26257572,Corridor of Agony,Spell Card
34290067,Corroding Shark,Normal Monster
13235258,Corrosive Scales,Trap Card
67949763,Corrupted Keys,Trap Card
2561846,Corruption Cell \"A\",Spell Card
21123811,Cosmic Blazar Dragon,Synchro Monster
27450400,Cosmic Compass,Effect Monster
8267140,Cosmic Cyclone,Spell Card
84012625,Cosmic Flare,Spell Card
68319538,Cosmic Fortress Gol'gar,Synchro Monster
51192573,Cosmic Horror Gangi'el,Effect Monster
85679527,Cosmo Brain,Effect Monster
38999506,Cosmo Queen,Normal Monster
91654806,Cosmos Channelling,Spell Card
23265313,Cost Down,Spell Card
5519829,Counselor Lily,Tuner Monster
38834303,Counter Cleaner,Spell Card
42309337,Counter Counter,Trap Card
94561645,Counter Gate,Trap Card
11136371,Counter Gem,Trap Card
30488793,Counterforce,Trap Card
24449083,Court of Justice,Spell Card
74458486,Covering Fire,Trap Card
91782219,Crab Turtle,Ritual Monster
36975314,Crackdown,Trap Card
32835363,Cracking,Spell Card
60349525,Cracking Dragon,Effect Monster
28637168,Crane Crane,Effect Monster
18828179,Cranium Fish,Effect Monster
69042950,Crashbug Road,Spell Card
87526784,Crashbug X,Effect Monster
23915499,Crashbug Y,Effect Monster
50319138,Crashbug Z,Effect Monster
93889755,Crass Clown,Effect Monster
67494157,Crawling Dragon,Normal Monster
38289717,Crawling Dragon #2,Normal Monster
53713014,Crazy Fish,Normal Monster
96915510,,Crealtar,, the Impcantation Originator,,Ritual Effect Monster
5780210,Creation Resonator,Tuner Monster
15305240,Creature Seizure,Spell Card
31036355,Creature Swap,Spell Card
78811937,Creeping Darkness,Spell Card
52571838,Creeping Doom Manta,Effect Monster
49144107,Creepy Coney,Flip Effect Monster
49600724,Crevice Into the Different Dimension,Trap Card
80321197,Crimson Blader,Synchro Monster
24566654,Crimson Fire,Trap Card
38250531,Crimson Knight Vampire Bram,XYZ Monster
14618326,Crimson Ninja,Flip Effect Monster
30270176,Crimson Nova the Dark Cubic Lord,Effect Monster
72664875,Crimson Nova Trinity the Dark Cubic Lord,Fusion Monster
34761841,Crimson Resonator,Tuner Monster
28358902,Crimson Sentry,Effect Monster
46696593,Crimson Sunbird,Fusion Monster
18654201,Criosphinx,Effect Monster
24082387,Crop Circles,Trap Card
46961802,Cross Attack,Spell Card
20862918,Cross Breed,Spell Card
37083210,Cross Counter,Trap Card
9097866,Cross Debug,Effect Monster
53241226,Cross Over,Spell Card
73146473,Cross Porter,Effect Monster
56889,Cross-Dimensional Duel,Trap Card
50277355,Cross-Sheep,Link Monster
74976215,Cross-Sword Beetle,Effect Monster
65681983,Crossout Designator,Spell Card
72218246,Crossrose Dragon,Link Monster
77998771,Crow Goblin,Normal Monster
50756327,,Crowley,, the First Propheseer,,Link Monster
9505425,,Crowley,, the Magistus of Grimoires,,Effect Monster
95511642,Crowned by the World Chalice,Normal Monster
73853830,Crusader of Endymion,Gemini Monster
91646304,Crusadia Arboria,Tuner Monster
54525057,Crusadia Draco,Effect Monster
45002991,Crusadia Equimax,Link Monster
55838342,Crusadia Krawler,Trap Card
28031913,Crusadia Leonis,Effect Monster
72228247,Crusadia Magius,Link Monster
81524756,Crusadia Maximus,Effect Monster
96434581,Crusadia Power,Spell Card
55241609,Crusadia Reclusia,Effect Monster
9617996,Crusadia Regulex,Link Monster
69039982,Crusadia Revival,Spell Card
39528955,Crusadia Spatha,Link Monster
87497553,Crusadia Testament,Spell Card
55312487,Crusadia Vanguard,Trap Card
57728570,Crush Card Virus,Trap Card
88667504,Crusher Run,Trap Card
39712330,Cry Havoc!,Trap Card
23950192,Cryomancer of the Ice Barrier,Tuner Monster
72881007,Crystal Abundance,Spell Card
95326659,Crystal Beacon,Spell Card
69937550,Crystal Beast Amber Mammoth,Effect Monster
32933942,Crystal Beast Amethyst Cat,Effect Monster
21698716,Crystal Beast Cobalt Eagle,Effect Monster
68215963,Crystal Beast Emerald Tortoise,Effect Monster
32710364,Crystal Beast Ruby Carbuncle,Effect Monster
7093411,Crystal Beast Sapphire Pegasus,Effect Monster
95600067,Crystal Beast Topaz Tiger,Effect Monster
35486099,Crystal Blessing,Spell Card
9334391,Crystal Bond,Spell Card
87259933,Crystal Conclave,Trap Card
93169863,Crystal Girl,Effect Monster
14469229,Crystal Keeper,Pendulum Effect Monster
87475570,Crystal Master,Pendulum Effect Monster
47121070,Crystal Pair,Trap Card
8275702,Crystal Promise,Spell Card
96331676,Crystal Raigeki,Trap Card
10004783,Crystal Release,Spell Card
79531196,Crystal Rose,Effect Monster
82099401,Crystal Seer,Flip Effect Monster
47408488,Crystal Tree,Spell Card
50954680,Crystal Wing Synchro Dragon,Synchro Monster
3576031,Crystolic Potential,Spell Card
76359406,Crystron Ametrix,Synchro Monster
20050865,Crystron Citree,Tuner Monster
52176579,Crystron Entry,Trap Card
50588353,Crystron Halqifibrax,Link Monster
99274184,Crystron Impact,Trap Card
2743001,Crystron Phoenix,Synchro Monster
56049970,Crystron Prasiortle,Effect Monster
93665266,Crystron Quan,Tuner Monster
39964797,Crystron Quandax,Synchro Tuner Monster
13455674,Crystron Quariongandrax,Synchro Monster
66938505,Crystron Rion,Tuner Monster
55326322,Crystron Rosenix,Effect Monster
83443619,Crystron Smiger,Effect Monster
3422200,Crystron Sulfefnir,Effect Monster
29838323,Crystron Thystvern,Effect Monster
55326323,Crystron Token,Token
10789972,Cu Chulainn the Awakened,Ritual Effect Monster
17530001,Cuben,Effect Monster
2434862,Cubic Ascension,Trap Card
38606913,Cubic Causality,Trap Card
1218214,Cubic Dharma,Spell Card
9659580,Cubic Karma,Spell Card
8837932,Cubic Mandala,Trap Card
71442223,Cubic Rebirth,Trap Card
35058588,Cubic Wave,Spell Card
27178262,Cunning of the Six Samurai,Spell Card
37812118,Cup of Ace,Spell Card
69526976,Cupid Dunk,Effect Monster
35960413,Cupid Fore,Effect Monster
1566817,Cupid Serve,Effect Monster
11851647,Cupid Volley,Effect Monster
85802526,Cure Mermaid,Effect Monster
98095162,,Curious,, the Lightsworn Dominion,,Link Monster
14509651,Curse Necrofear,Effect Monster
41398771,Curse of Aging,Trap Card
66742250,Curse of Anubis,Trap Card
84970821,Curse of Darkness,Trap Card
28279543,Curse of Dragon,Normal Monster
61525276,,Curse of Dragon,, the Cursed Dragon,,Effect Monster
7241272,Curse of Dragonfire,Effect Monster
12470447,Curse of Fiend,Spell Card
2926176,Curse of Royal,Trap Card
12863633,Curse of the Circle,Trap Card
94377247,Curse of the Masked Beast,Spell Card
81788994,Curse of the Shadow Prison,Spell Card
100416005,,Curse,, Dawn of the Abhyss,,Effect Monster
98867329,Cursed Armaments,Spell Card
42199039,Cursed Bamboo Sword,Spell Card
46967601,Cursed Bill,Spell Card
31434645,Cursed Eldland,Spell Card
18489208,Cursed Fig,Effect Monster
58851034,Cursed Seal of the Forbidden Spell,Trap Card
22026707,Curtain of the Dark Ones,Normal Monster
67926903,CXyz Barian Hope,XYZ Monster
76419637,CXyz Battleship Cherry Blossom,XYZ Monster
88754763,CXyz Coach Lord Ultimatrainer,XYZ Monster
13030280,CXyz Comics Hero Legend Arthur,XYZ Monster
23454876,CXyz Dark Fairy Cheer Girl,XYZ Monster
41309158,CXyz Mechquipped Djinn Angeneral,XYZ Monster
41147577,CXyz Simon the Great Moral Leader,XYZ Monster
49202331,CXyz Skypalace Babylon,XYZ Monster
77235086,Cyber Angel Benten,Ritual Effect Monster
39618799,Cyber Angel Dakini,Ritual Effect Monster
3629090,Cyber Angel Idaten,Ritual Effect Monster
91668401,Cyber Angel Izana,Ritual Effect Monster
99427357,Cyber Angel Natasha,Ritual Effect Monster
78316184,Cyber Angel Vrash,Ritual Effect Monster
59907935,Cyber Archfiend,Effect Monster
68774379,Cyber Barrier Dragon,Effect Monster
